,age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
124,39.0,Married,14.0,43.0,$25 - $49,22.3,Standard,Did not complete high school,11.0,No,5 to 15,Somewhat satisfied,Female,2.0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
125,40.0,Unmarried,0.0,38.0,$25 - $49,18.900000000000002,Standard,College degree,2.0,No,Less than 5,Neutral,Female,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
126,25.0,Unmarried,4.0,59.0,$50 - $74,28.400000000000002,Standard,College degree,2.0,No,Less than 5,Somewhat dissatisfied,Female,1.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
127,29.0,Married,2.0,57.0,$50 - $74,28.700000000000003,Standard,High school degree,6.0,No,5 to 15,Somewhat dissatisfied,Male,4.0,No,Yes,No,No,,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
128,23.0,Unmarried,0.0,24.0,Under $25,11.8,Economy,College degree,0.0,No,Less than 5,Highly dissatisfied,Male,1.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
129,48.0,Unmarried,25.0,45.0,$25 - $49,22.700000000000003,Standard,Did not complete high school,11.0,No,5 to 15,Neutral,Male,1.0,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
130,24.0,Unmarried,5.0,22.0,Under $25,10.600000000000001,Economy,High school degree,0.0,No,Less than 5,Somewhat dissatisfied,Male,1.0,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
131,59.0,Unmarried,24.0,30.0,$25 - $49,14.5,Economy,Some college,5.0,No,5 to 15,Highly dissatisfied,Male,3.0,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
132,31.0,Married,2.0,30.0,$25 - $49,15.100000000000001,Standard,High school degree,3.0,No,Less than 5,Highly dissatisfied,Female,4.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
133,70.0,Unmarried,23.0,21.0,Under $25,10.3,Economy,High school degree,21.0,Yes,More than 15,Somewhat dissatisfied,Female,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
134,37.0,Unmarried,15.0,51.0,$50 - $74,24.700000000000003,Standard,College degree,5.0,No,5 to 15,Highly dissatisfied,Male,6.0,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
135,59.0,Married,15.0,43.0,$25 - $49,21.0,Standard,Some college,8.0,No,5 to 15,Neutral,Female,4.0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
136,38.0,Unmarried,8.0,30.0,$25 - $49,15.200000000000001,Standard,College degree,0.0,No,Less than 5,Highly dissatisfied,Female,2.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
137,56.0,Unmarried,35.0,37.0,$25 - $49,18.1,Standard,Some college,5.0,No,5 to 15,Neutral,Male,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
138,48.0,Married,19.0,23.0,Under $25,11.4,Economy,Did not complete high school,7.0,No,5 to 15,Somewhat satisfied,Female,2.0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
139,28.0,Married,2.0,16.0,Under $25,7.9,Economy,College degree,0.0,No,Less than 5,Highly dissatisfied,Male,3.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
140,20.0,Married,0.0,19.0,Under $25,9.600000000000001,Economy,High school degree,1.0,No,Less than 5,Somewhat satisfied,Male,8.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
141,68.0,Unmarried,23.0,22.0,Under $25,10.700000000000001,Economy,High school degree,24.0,Yes,More than 15,Neutral,Male,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
142,26.0,Unmarried,2.0,38.0,$25 - $49,18.6,Standard,College degree,1.0,No,Less than 5,Highly dissatisfied,Male,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
143,29.0,Married,4.0,74.0,$50 - $74,37.300000000000004,Luxury,College degree,0.0,No,Less than 5,Highly satisfied,Female,4.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
144,23.0,Married,3.0,13.0,Under $25,6.4,Economy,High school degree,1.0,No,Less than 5,Highly dissatisfied,Male,4.0,Yes,Yes,No,No,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
145,61.0,Unmarried,37.0,41.0,$25 - $49,20.200000000000003,Standard,Some college,21.0,Yes,More than 15,Somewhat satisfied,Male,1.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
146,39.0,Unmarried,12.0,48.0,$25 - $49,25.6,Standard,Did not complete high school,6.0,No,5 to 15,Somewhat dissatisfied,Female,1.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
147,47.0,Married,13.0,176.0,$75+,88.9,Luxury,College degree,5.0,No,5 to 15,Somewhat dissatisfied,Female,3.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
148,36.0,Unmarried,2.0,40.0,$25 - $49,20.400000000000002,Standard,College degree,8.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
149,61.0,Unmarried,17.0,837.0,$75+,73.4,Luxury,High school degree,42.0,No,More than 15,Highly satisfied,Male,1.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
150,32.0,Married,1.0,71.0,$50 - $74,35.4,Luxury,College degree,9.0,No,5 to 15,Somewhat dissatisfied,Male,2.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
151,28.0,Married,0.0,30.0,$25 - $49,14.4,Economy,College degree,5.0,No,5 to 15,Somewhat dissatisfied,Male,4.0,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
152,66.0,Married,46.0,42.0,$25 - $49,19.900000000000002,Standard,High school degree,10.0,No,5 to 15,Somewhat dissatisfied,Female,2.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
153,35.0,Married,9.0,51.0,$50 - $74,25.400000000000002,Standard,Did not complete high school,14.0,No,5 to 15,Somewhat satisfied,Male,2.0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
154,55.0,Married,23.0,352.0,$75+,67.7,Luxury,College degree,23.0,No,More than 15,Somewhat satisfied,Male,4.0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
155,47.0,Unmarried,27.0,122.0,$75+,60.400000000000006,Luxury,College degree,20.0,No,More than 15,Highly satisfied,Female,1.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
156,34.0,Married,0.0,38.0,$25 - $49,19.6,Standard,Some college,7.0,No,5 to 15,Somewhat dissatisfied,Male,5.0,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
157,29.0,Unmarried,0.0,67.0,$50 - $74,34.2,Luxury,High school degree,10.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
158,36.0,Unmarried,5.0,31.0,$25 - $49,15.600000000000001,Standard,Some college,0.0,No,Less than 5,Highly dissatisfied,Male,3.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
159,38.0,Married,4.0,51.0,$50 - $74,25.900000000000002,Standard,Some college,7.0,No,5 to 15,Somewhat dissatisfied,Male,4.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
160,33.0,Married,10.0,35.0,$25 - $49,17.3,Standard,College degree,2.0,No,Less than 5,Neutral,Male,5.0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
161,46.0,Married,12.0,88.0,$75+,42.7,Luxury,High school degree,23.0,No,More than 15,Somewhat satisfied,Female,2.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
162,29.0,Unmarried,5.0,60.0,$50 - $74,30.400000000000002,Luxury,College degree,2.0,No,Less than 5,Neutral,Female,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
163,38.0,Married,7.0,53.0,$50 - $74,25.0,Standard,Some college,2.0,No,Less than 5,Highly dissatisfied,Female,6.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
164,38.0,Unmarried,1.0,42.0,$25 - $49,20.5,Standard,High school degree,6.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
165,39.0,Married,1.0,29.0,$25 - $49,14.3,Economy,Did not complete high school,7.0,No,5 to 15,Neutral,Female,2.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
166,34.0,Married,3.0,62.0,$50 - $74,31.0,Luxury,Post-undergraduate degree,2.0,No,Less than 5,Somewhat satisfied,Male,7.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
167,58.0,Married,21.0,46.0,$25 - $49,22.200000000000003,Standard,High school degree,0.0,No,Less than 5,Somewhat dissatisfied,Male,2.0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
168,29.0,Unmarried,2.0,31.0,$25 - $49,15.4,Standard,Did not complete high school,12.0,No,5 to 15,Somewhat dissatisfied,Female,2.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
169,64.0,Unmarried,16.0,16.0,Under $25,8.1,Economy,College degree,8.0,Yes,5 to 15,Somewhat dissatisfied,Male,1.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
170,41.0,Unmarried,12.0,36.0,$25 - $49,18.2,Standard,Some college,0.0,No,Less than 5,Somewhat dissatisfied,Male,2.0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
171,44.0,Unmarried,24.0,25.0,$25 - $49,11.9,Economy,Did not complete high school,1.0,No,Less than 5,Highly dissatisfied,Female,2.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
172,60.0,Married,38.0,82.0,$75+,40.300000000000004,Luxury,Did not complete high school,28.0,No,More than 15,Neutral,Female,2.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
173,32.0,Unmarried,7.0,25.0,$25 - $49,12.700000000000001,Economy,College degree,4.0,No,Less than 5,Somewhat satisfied,Female,2.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
174,35.0,Unmarried,7.0,37.0,$25 - $49,18.6,Standard,Some college,9.0,No,5 to 15,Somewhat satisfied,Male,1.0,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
175,58.0,Married,19.0,19.0,Under $25,9.600000000000001,Economy,High school degree,3.0,No,Less than 5,Highly dissatisfied,Male,2.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
176,37.0,Unmarried,15.0,30.0,$25 - $49,15.0,Standard,High school degree,6.0,No,5 to 15,Somewhat satisfied,Female,1.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
177,63.0,Married,28.0,208.0,$75+,83.1,Luxury,High school degree,28.0,No,More than 15,Somewhat satisfied,Female,2.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
178,22.0,Married,0.0,25.0,$25 - $49,12.100000000000001,Economy,Some college,0.0,No,Less than 5,Somewhat satisfied,Female,4.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
179,66.0,Married,29.0,72.0,$50 - $74,34.800000000000004,Luxury,High school degree,20.0,No,More than 15,Somewhat dissatisfied,Female,3.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
180,26.0,Unmarried,1.0,19.0,Under $25,9.4,Economy,Did not complete high school,0.0,No,Less than 5,Highly dissatisfied,Male,1.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No
181,44.0,Unmarried,13.0,104.0,$75+,51.0,Luxury,High school degree,11.0,No,5 to 15,Somewhat satisfied,Female,1.0,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
182,41.0,Unmarried,9.0,25.0,$25 - $49,12.4,Economy,High school degree,2.0,No,Less than 5,Neutral,Female,1.0,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
183,26.0,Married,7.0,15.0,Under $25,7.6000000000000005,Economy,Did not complete high school,0.0,No,Less than 5,Somewhat dissatisfied,Male,3.0,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes
184,48.0,Unmarried,27.0,371.0,$75+,74.6,Luxury,College degree,20.0,No,More than 15,Somewhat dissatisfied,Female,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
185,45.0,Unmarried,18.0,135.0,$75+,67.60000000000001,Luxury,Did not complete high school,26.0,No,More than 15,Neutral,Female,1.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
186,26.0,Married,1.0,50.0,$50 - $74,25.3,Standard,High school degree,5.0,No,5 to 15,Somewhat satisfied,Male,5.0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
187,31.0,Unmarried,4.0,22.0,Under $25,11.200000000000001,Economy,Did not complete high school,4.0,No,Less than 5,Highly satisfied,Female,1.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
188,54.0,Married,15.0,354.0,$75+,70.7,Luxury,High school degree,36.0,No,More than 15,Highly satisfied,Male,3.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
189,34.0,Married,15.0,38.0,$25 - $49,18.3,Standard,College degree,7.0,No,5 to 15,Highly satisfied,Male,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
190,32.0,Married,5.0,45.0,$25 - $49,22.1,Standard,Did not complete high school,11.0,No,5 to 15,Neutral,Male,4.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
191,35.0,Unmarried,12.0,32.0,$25 - $49,15.700000000000001,Standard,High school degree,12.0,No,5 to 15,Somewhat dissatisfied,Female,2.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
192,22.0,Married,1.0,32.0,$25 - $49,16.2,Standard,High school degree,1.0,No,Less than 5,Highly dissatisfied,Male,4.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
193,25.0,Unmarried,0.0,30.0,$25 - $49,14.600000000000001,Economy,Some college,2.0,No,Less than 5,Highly satisfied,Male,2.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
194,59.0,Married,26.0,103.0,$75+,51.2,Luxury,High school degree,19.0,No,More than 15,Highly satisfied,Female,2.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
195,28.0,Married,7.0,15.0,Under $25,7.5,Economy,Post-undergraduate degree,0.0,No,Less than 5,Somewhat dissatisfied,Female,6.0,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
196,37.0,Married,11.0,52.0,$50 - $74,25.400000000000002,Standard,High school degree,12.0,No,5 to 15,Highly dissatisfied,Female,3.0,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
197,43.0,Unmarried,7.0,29.0,$25 - $49,14.0,Economy,Did not complete high school,3.0,No,Less than 5,Neutral,Male,2.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
198,42.0,Married,13.0,69.0,$50 - $74,34.1,Luxury,High school degree,16.0,No,More than 15,Highly satisfied,Female,4.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
199,35.0,Unmarried,4.0,38.0,$25 - $49,19.0,Standard,High school degree,7.0,No,5 to 15,Neutral,Female,1.0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
200,22.0,Unmarried,3.0,32.0,$25 - $49,15.700000000000001,Standard,Did not complete high school,6.0,No,5 to 15,Neutral,Male,2.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
201,55.0,Unmarried,22.0,298.0,$75+,80.5,Luxury,College degree,28.0,No,More than 15,Highly satisfied,Male,3.0,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
202,63.0,Unmarried,43.0,11.0,Under $25,5.6000000000000005,Economy,Did not complete high school,19.0,Yes,More than 15,Neutral,Male,1.0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
203,40.0,Married,21.0,61.0,$50 - $74,31.700000000000003,Luxury,Some college,12.0,No,5 to 15,Somewhat satisfied,Male,2.0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
204,29.0,Unmarried,10.0,59.0,$50 - $74,29.400000000000002,Standard,Did not complete high school,6.0,No,5 to 15,Somewhat dissatisfied,Male,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
205,32.0,Married,6.0,52.0,$50 - $74,25.6,Standard,Did not complete high school,8.0,No,5 to 15,Somewhat satisfied,Female,2.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
206,47.0,Unmarried,18.0,138.0,$75+,69.2,Luxury,College degree,8.0,No,5 to 15,Somewhat dissatisfied,Male,5.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
207,42.0,Unmarried,16.0,28.0,$25 - $49,13.9,Economy,Some college,0.0,No,Less than 5,Highly dissatisfied,Female,1.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
208,50.0,Unmarried,3.0,23.0,Under $25,11.700000000000001,Economy,Did not complete high school,1.0,No,Less than 5,Highly satisfied,Female,1.0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
209,52.0,Married,29.0,34.0,$25 - $49,16.900000000000002,Standard,Some college,1.0,No,Less than 5,Somewhat dissatisfied,Female,2.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
210,33.0,Married,0.0,26.0,$25 - $49,13.100000000000001,Economy,Did not complete high school,3.0,No,Less than 5,Highly satisfied,Female,3.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
211,54.0,Unmarried,34.0,286.0,$75+,73.6,Luxury,College degree,23.0,No,More than 15,Neutral,Male,1.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
212,37.0,Married,16.0,32.0,$25 - $49,15.9,Standard,Did not complete high school,15.0,No,More than 15,Highly satisfied,Female,3.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
213,57.0,Married,20.0,307.0,$75+,73.5,Luxury,College degree,20.0,No,More than 15,Somewhat satisfied,Female,3.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
214,70.0,Married,43.0,11.0,Under $25,5.5,Economy,High school degree,36.0,Yes,More than 15,Highly satisfied,Male,2.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
215,23.0,Married,3.0,14.0,Under $25,6.9,Economy,College degree,0.0,No,Less than 5,Neutral,Female,4.0,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No
216,55.0,Unmarried,30.0,196.0,$75+,98.2,Luxury,Some college,17.0,No,More than 15,Somewhat satisfied,Female,1.0,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
217,48.0,Unmarried,11.0,81.0,$75+,41.1,Luxury,High school degree,19.0,No,More than 15,Somewhat dissatisfied,Male,1.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
218,38.0,Unmarried,12.0,40.0,$25 - $49,20.1,Standard,High school degree,18.0,No,More than 15,Somewhat satisfied,Male,1.0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
219,47.0,Married,9.0,65.0,$50 - $74,32.5,Luxury,Did not complete high school,22.0,No,More than 15,Somewhat satisfied,Male,2.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
220,29.0,Unmarried,4.0,21.0,Under $25,10.5,Economy,College degree,2.0,No,Less than 5,Highly dissatisfied,Male,2.0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
221,27.0,Married,3.0,26.0,$25 - $49,13.100000000000001,Economy,Some college,0.0,No,Less than 5,Highly dissatisfied,Male,4.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
222,29.0,Married,10.0,40.0,$25 - $49,19.8,Standard,Some college,7.0,No,5 to 15,Somewhat dissatisfied,Female,4.0,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
223,28.0,Unmarried,2.0,26.0,$25 - $49,12.600000000000001,Economy,Did not complete high school,3.0,No,Less than 5,Somewhat dissatisfied,Male,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
224,47.0,Married,24.0,55.0,$50 - $74,27.200000000000003,Standard,Some college,8.0,No,5 to 15,Somewhat satisfied,Female,5.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
225,45.0,Married,14.0,22.0,Under $25,11.100000000000001,Economy,Some college,0.0,No,Less than 5,Highly dissatisfied,Female,2.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
226,24.0,Unmarried,0.0,19.0,Under $25,9.600000000000001,Economy,Some college,0.0,No,Less than 5,Highly dissatisfied,Male,3.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
227,41.0,Married,13.0,204.0,$75+,67.9,Luxury,High school degree,20.0,No,More than 15,Highly satisfied,Female,4.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
228,18.0,Unmarried,0.0,13.0,Under $25,6.6000000000000005,Economy,High school degree,0.0,No,Less than 5,Highly dissatisfied,Male,2.0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
229,42.0,Unmarried,23.0,140.0,$75+,69.9,Luxury,Some college,16.0,No,More than 15,Neutral,Female,1.0,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
230,45.0,Married,25.0,46.0,$25 - $49,23.1,Standard,College degree,8.0,No,5 to 15,Somewhat dissatisfied,Male,2.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
231,34.0,Married,2.0,40.0,$25 - $49,19.8,Standard,Post-undergraduate degree,6.0,No,5 to 15,Highly dissatisfied,Female,6.0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
232,38.0,Married,1.0,105.0,$75+,53.5,Luxury,Some college,9.0,No,5 to 15,Somewhat satisfied,Female,4.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
233,36.0,Unmarried,6.0,137.0,$75+,67.5,Luxury,College degree,12.0,No,5 to 15,Highly satisfied,Male,3.0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
234,19.0,Married,0.0,16.0,Under $25,7.9,Economy,High school degree,0.0,No,Less than 5,Highly dissatisfied,Female,6.0,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
235,28.0,Unmarried,5.0,24.0,Under $25,11.9,Economy,Did not complete high school,5.0,No,5 to 15,Neutral,Female,2.0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
236,41.0,Married,19.0,32.0,$25 - $49,15.700000000000001,Standard,High school degree,12.0,No,5 to 15,Somewhat satisfied,Male,2.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
237,54.0,Unmarried,8.0,47.0,$25 - $49,23.900000000000002,Standard,College degree,7.0,No,5 to 15,Somewhat satisfied,Female,1.0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
238,42.0,Unmarried,1.0,207.0,$75+,70.5,Luxury,Some college,14.0,No,5 to 15,Highly satisfied,Female,2.0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
239,47.0,Married,13.0,118.0,$75+,58.900000000000006,Luxury,College degree,18.0,No,More than 15,Highly satisfied,Male,2.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
240,61.0,Unmarried,31.0,288.0,$75+,70.9,Luxury,College degree,38.0,No,More than 15,Highly satisfied,Female,1.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
241,66.0,Married,1.0,13.0,Under $25,6.5,Economy,Did not complete high school,33.0,Yes,More than 15,Highly satisfied,Male,2.0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
242,51.0,Married,17.0,73.0,$50 - $74,36.7,Luxury,Some college,3.0,No,Less than 5,Somewhat satisfied,Male,3.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
243,55.0,Unmarried,7.0,33.0,$25 - $49,16.6,Standard,Did not complete high school,9.0,No,5 to 15,Somewhat dissatisfied,Female,1.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
244,36.0,Married,4.0,28.0,$25 - $49,13.3,Economy,Some college,5.0,No,5 to 15,Somewhat dissatisfied,Male,2.0,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
245,39.0,Married,3.0,63.0,$50 - $74,30.700000000000003,Luxury,Some college,5.0,No,5 to 15,Somewhat satisfied,Male,3.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No
246,38.0,Unmarried,2.0,30.0,$25 - $49,14.5,Economy,College degree,0.0,No,Less than 5,Highly dissatisfied,Male,1.0,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
247,44.0,Married,11.0,89.0,$75+,44.300000000000004,Luxury,Some college,15.0,No,More than 15,Somewhat satisfied,Female,2.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
